Unkown,DATABASE_NAME,USER_NAME,SESSION_ID,PLAN_ID,TOTAL_SECONDS,SNIPPETS,THROUGH_PUT_ROWS,THROUGH_PUT_SIZE,SQL_TEXT_TYPE,SQL_TEXT_HASH,newline,Clusters
130153,MARKETING,MARKETING_ETLUSER,8491392,10534318,0,1,0,0,External,844316160,NA,4
130155,MARKETING,MARKETING_ETLUSER,8474497,10509894,0,1,0,0,External,1833377552,NA,4
130156,MARKETING,MARKETING_ETLUSER,8475720,10511190,2,2,1,14,External,1907071508,NA,4
130159,MARKETING,MARKETING_ETLUSER,8483964,10522763,1,1,1781,35620,External,146299560,NA,4
130164,MARKETING,MARKETING_ETLUSER,8480681,10517987,0,1,0,0,External,146299560,NA,4
130168,MARKETING,MARKETING_ETLUSER,8472135,10507394,1,1,1,8,External,245829888,NA,4
130169,MARKETING,MARKETING_ETLUSER,8471044,10506199,1,1,1,16,External,272141641,NA,4
130172,MARKETING,MARKETING_ETLUSER,8471869,10507167,1,4,1,12,External,1338457202,NA,4
130177,MARKETING,MARKETING_ETLUSER,8472153,10507396,0,1,0,0,External,1096289634,NA,4
130178,MARKETING,MARKETING_ETLUSER,8472202,10507440,0,1,0,0,External,1829785887,NA,4
130180,MARKETING,MARKETING_ETLUSER,8488987,10531168,1,1,1,8,External,245829888,NA,4
130181,MARKETING,MARKETING_ETLUSER,8473803,10509235,0,4,0,0,External,297925224,NA,4
130185,MBW_BSS,MBW_BSS_AIUSER,8488956,10531126,9,1,0,3,External,309068569,NA,4
130203,MI_MARTS,MI_MARTS_ETLUSER,8548764,10563302,0,1,0,0,External,357219973,NA,4
130204,MI_MARTS,MI_MARTS_ETLUSER,8551553,10563840,0,1,0,0,External,357219973,NA,4
130205,MI_MARTS,MI_MARTS_ETLUSER,8443624,10476136,5,1,0,2,External,1507655796,NA,4
130206,MI_MARTS,MI_MARTS_ETLUSER,8444853,10478269,2,4,1,6,External,480287122,NA,4
130207,MI_MARTS,MI_MARTS_ETLUSER,8559304,10566594,2,5,1,6,External,37438121,NA,4
130208,MI_MARTS,MI_MARTS_ETLUSER,8614793,10637246,2,11,29456,1799544,External,820817757,NA,4
130212,MI_MARTS,MI_MARTS_ETLUSER,8466799,10501906,13,5,0,0,External,485804771,NA,4
130213,MI_MARTS,MI_MARTS_ETLUSER,8462292,10496843,0,1,0,0,External,1234188110,NA,4
130215,MI_MARTS,MI_MARTS_ETLUSER,8464881,10499254,1,1,1,8,External,694699259,NA,4
130219,MI_MARTS,MI_MARTS_ETLUSER,8444318,10476840,1,4,0,0,External,964883124,NA,4
130220,MI_MARTS,MI_MARTS_ETLUSER,8443625,10476135,5,1,0,3,External,1419070451,NA,4
130221,MI_MARTS,MI_MARTS_ETLUSER,8553288,10564148,0,1,0,0,External,2083172141,NA,4
130223,MI_MARTS,MI_MARTS_ETLUSER,8517645,10557179,0,1,0,0,External,1266354986,NA,4
130224,MI_MARTS,MI_MARTS_ETLUSER,8515972,10556900,0,1,0,0,External,1266354986,NA,4
130225,MI_MARTS,MI_MARTS_ETLUSER,8516110,10556948,0,1,0,0,External,1724891544,NA,4
130226,MI_MARTS,MI_MARTS_ETLUSER,8515936,10556873,0,1,0,0,External,1419070451,NA,4
130228,MI_MARTS,MI_MARTS_ETLUSER,8552028,10563948,0,1,0,0,External,1448783519,NA,4
130233,CDRSP,OPERATOR,8441900,10474509,0,1,0,0,External,1974780629,NA,4
130260,CDRSP,OPERATOR,8526962,10558447,0,1,0,0,External,1575786292,NA,4
130262,CDRSP,OPERATOR,8610879,10633099,1,1,0,0,External,1450732539,NA,4
130277,CDRSP,OPERATOR,8488569,10530378,0,1,0,0,External,973471157,NA,4
130288,CDRSP,OPERATOR,8486384,10526315,0,1,0,0,External,1439989009,NA,4
130294,CDRSP,OPERATOR,8481616,10519268,1,1,0,0,External,1473255046,NA,4
130326,CDRSP,OPERATOR,8587202,10603600,1,1,0,0,External,1505605708,NA,4
130348,CDRSP,OPERATOR,8572061,10584583,0,1,0,0,External,1670296179,NA,4
130359,CDRSP,OPERATOR,8615610,10638190,0,1,0,0,External,386963035,NA,4
130362,CDRSP,OPERATOR,8599497,10619912,1,1,0,0,External,560503727,NA,4
130364,CDRSP,OPERATOR,8600420,10621167,0,1,0,0,External,1680593578,NA,4
130366,CDRSP,OPERATOR,8559722,10567336,0,1,0,0,External,1473255046,NA,4
130372,CDRSP,OPERATOR,8485015,10524549,0,1,0,0,External,1473255046,NA,4
130385,CDRSP,OPERATOR,8502206,10548256,0,1,0,0,External,1670296179,NA,4
130401,CDRSP,OPERATOR,8509834,10555252,0,1,0,0,External,1087423649,NA,4
130407,CDRSP,OPERATOR,8492774,10536534,0,1,0,0,External,1633932025,NA,4
130448,CDRSP,OPERATOR,8595878,10615087,0,1,0,0,External,1061375763,NA,4
130449,CDRSP,OPERATOR,8590847,10609034,1,1,0,0,External,645004413,NA,4
130485,CDRSP,OPERATOR,8599124,10619422,0,1,0,0,External,1828566117,NA,4
130525,MI_MARTS,MI_MARTS_ETLUSER,8466982,10502148,0,1,0,0,External,1419070451,NA,4
130526,MI_MARTS,MI_MARTS_ETLUSER,8463016,10497563,0,1,0,0,External,357219973,NA,4
130528,MI_MARTS,MI_MARTS_ETLUSER,8462346,10496898,0,1,0,0,External,1234188110,NA,4
130529,MI_MARTS,MI_MARTS_ETLUSER,8447811,10481201,0,2,0,0,External,784918617,NA,4
130530,MI_MARTS,MI_MARTS_ETLUSER,8445565,10478516,0,1,0,0,External,1234188110,NA,4
130535,MI_MARTS,MI_MARTS_ETLUSER,8443408,10475975,0,2,0,0,External,784918617,NA,4
130536,MI_MARTS,MI_MARTS_ETLUSER,8443274,10475850,0,1,0,0,External,1507655796,NA,4
130538,MI_MARTS,MI_MARTS_ETLUSER,8435401,10464478,1,1,1,12,External,2083172141,NA,4
130540,MI_MARTS,MI_MARTS_ETLUSER,8443803,10476252,2,1,1,8,External,1234188110,NA,4
130541,MI_MARTS,MI_MARTS_ETLUSER,8443586,10476101,0,2,0,0,External,784918617,NA,4
130543,MI_MARTS,MI_MARTS_ETLUSER,8442722,10475231,1,1,1,16,External,1419070451,NA,4
130544,MI_MARTS,MI_MARTS_ETLUSER,8443621,10476133,4,1,0,0,External,1799178173,NA,4
130546,MI_MARTS,MI_MARTS_ETLUSER,8439011,10468947,0,1,0,0,External,694699259,NA,4
130547,MI_MARTS,MI_MARTS_ETLUSER,8423570,10451341,0,1,0,0,External,357219973,NA,4
130566,CDRSP,OPERATOR,8455996,10490128,0,1,0,0,External,1408406967,NA,4
130577,CDRSP,OPERATOR,8480814,10518220,0,1,0,0,External,1437117940,NA,4
130581,CDRSP,OPERATOR,8595206,10614389,0,1,0,0,External,392948132,NA,4
130588,CDRSP,OPERATOR,8609656,10631633,0,1,0,0,External,1087219943,NA,4
130590,CDRSP,OPERATOR,8610074,10632033,0,1,0,0,External,1604467165,NA,4
130594,CDRSP,OPERATOR,8611028,10633261,0,1,0,0,External,2088178428,NA,4
130602,CDRSP,OPERATOR,8611908,10634290,0,1,0,0,External,298026413,NA,4
130608,CDRSP,OPERATOR,8615945,10638782,0,1,0,0,External,1311271702,NA,4
130613,CDRSP,OPERATOR,8598371,10618138,0,1,0,0,External,1931127766,NA,4
130619,CDRSP,OPERATOR,8590819,10608950,0,1,0,0,External,1036417711,NA,4
130627,CDRSP,OPERATOR,8590326,10607950,0,1,0,0,External,285418481,NA,4
130648,CDRSP,OPERATOR,8564662,10574103,0,1,0,0,External,298026413,NA,4
130651,MI_MARTS,MI_MARTS_ETLUSER,8447950,10481325,0,1,0,0,External,2042188177,NA,4
130652,MI_MARTS,MI_MARTS_ETLUSER,8463104,10497638,0,1,0,0,External,357219973,NA,4
130654,MI_MARTS,MI_MARTS_ETLUSER,8601916,10622968,0,1,0,0,External,694699259,NA,4
130656,MI_MARTS,MI_MARTS_ETLUSER,8601899,10622943,0,2,0,0,External,784918617,NA,4
130665,CDRSP,OPERATOR,8573743,10586210,0,1,0,0,External,560503727,NA,4
130668,CDRSP,OPERATOR,8595070,10614115,1,1,0,0,External,2024799866,NA,4
130675,CDRSP,OPERATOR,8490395,10533082,1,1,0,0,External,298026413,NA,4
130691,CDRSP,OPERATOR,8596947,10616500,0,1,0,0,External,750634506,NA,4
130703,CDRSP,OPERATOR,8505909,10553357,0,1,0,0,External,343188332,NA,4
130704,CDRSP,OPERATOR,8513374,10556226,0,1,0,0,External,134425385,NA,4
130711,CDRSP,OPERATOR,8499844,10546167,0,1,0,0,External,675511774,NA,4
130721,CDRSP,OPERATOR,8501660,10547261,0,1,0,0,External,1087423649,NA,4
130725,CDRSP,OPERATOR,8501697,10547354,0,1,0,0,External,1439989009,NA,4
130731,CDRSP,OPERATOR,8581634,10594107,1,1,0,0,External,1108671432,NA,4
130736,CDRSP,OPERATOR,8595377,10614650,0,1,0,0,External,786322050,NA,4
130739,CDRSP,OPERATOR,8593642,10612299,0,1,0,0,External,386963035,NA,4
130743,CDRSP,OPERATOR,8591491,10609788,0,1,0,0,External,657741910,NA,4
130751,CDRSP,OPERATOR,8583100,10596365,0,1,0,0,External,1070929082,NA,4
130752,CDRSP,OPERATOR,8606634,10628132,0,1,0,0,External,2016143609,NA,4
130773,CDRSP,OPERATOR,8544423,10562600,0,1,0,0,External,1604467165,NA,4
130783,CDRSP,OPERATOR,8579660,10591412,0,1,0,0,External,1755191253,NA,4
130802,CDRSP,OPERATOR,8598863,10619039,0,1,0,0,External,1450732539,NA,4
130808,CDRSP,OPERATOR,8602695,10623821,0,1,0,0,External,61931979,NA,4
130814,CDRSP,OPERATOR,8580695,10592941,0,1,0,0,External,1259674520,NA,4
130818,CDRSP,OPERATOR,8581456,10593910,1,1,0,0,External,241166544,NA,4
130835,CDRSP,OPERATOR,8588370,10605058,0,1,0,0,External,1732186368,NA,4
130841,CDRSP,OPERATOR,8584558,10598692,0,1,0,0,External,56378419,NA,4
130852,CDRSP,OPERATOR,8592363,10610794,0,1,0,0,External,722934682,NA,4
130861,CDRSP,OPERATOR,8590885,10609131,0,1,0,0,External,1145583665,NA,4
130872,CDRSP,OPERATOR,8430897,10459408,0,1,0,0,External,2062742105,NA,4
130880,CDRSP,OPERATOR,8436868,10466442,0,1,0,0,External,2088178428,NA,4
130890,CDRSP,OPERATOR,8460381,10494977,0,1,0,0,External,1473255046,NA,4
130899,CDRSP,OPERATOR,8423298,10451027,0,1,0,0,External,238341908,NA,4
130908,MI_MARTS,MI_MARTS_ETLUSER,8552573,10564012,0,1,0,0,External,1507655796,NA,4
130911,MI_MARTS,MI_MARTS_ETLUSER,8548284,10563283,0,1,0,0,External,1266354986,NA,4
130919,MI_MARTS,MI_MARTS_ETLUSER,8467271,10502483,193,1,138291,8599160,External,477132944,NA,4
130920,MI_MARTS,MI_MARTS_ETLUSER,8601935,10622975,1,1,1,16,External,1724891544,NA,4
130921,MI_MARTS,MI_MARTS_ETLUSER,8602596,10623693,0,1,0,0,External,1234188110,NA,4
130923,MI_MARTS,MI_MARTS_ETLUSER,8601518,10622548,0,1,0,0,External,1266354986,NA,4
130924,MI_MARTS,MI_MARTS_ETLUSER,8602634,10623754,1,3,1,12,External,1285100297,NA,4
130925,MI_MARTS,MI_MARTS_ETLUSER,8601278,10622355,1,1,1,84,External,357219973,NA,4
130929,MBW_BSS,MBW_BSS_ETLUSER,8596857,10616378,0,1,0,0,External,2012653818,NA,4
130936,MBW_BSS,MBW_BSS_SQFUSER,8496673,10541429,0,1,0,0,External,1467891607,NA,4
130950,MBW_BSS,MBW_BSS_SQFUSER,8564228,10573511,165,2,0,0,External,2022646656,NA,4
130958,VMB_STAGE,VMB_ETLUSER,8427361,10455518,0,1,0,0,External,1953664530,NA,4
130966,VMB_STAGE,VMB_ETLUSER,8426382,10454473,0,1,0,0,External,2017319667,NA,4
130969,VMB_STAGE,VMB_ETLUSER,8469336,10504453,0,1,0,0,External,1953664530,NA,4
130982,VMB,VMB_ETLUSER,8451481,10485398,81,13,64594,15299522,External,45967437,NA,1
130984,VMB,VMB_ETLUSER,8423916,10451823,2,2,1937,54692,External,106334276,NA,4
130987,VMB_STAGE,VMB_ETLUSER,8426093,10454178,0,1,0,0,External,2017319667,NA,4
130992,VMB_STAGE,VMB_HDUSER,8458215,10492562,1,1,1,12,External,1462736776,NA,4
130998,VMB_STAGE,VMB_SQFUSER,8432265,10461314,0,2,0,0,External,720324740,NA,4
130999,VMB_STAGE,VMB_SQFUSER,8434790,10463942,0,2,0,0,External,720324740,NA,4
131008,VMB,VMB_ETLUSER,8494791,10538954,3,1,297,5947,External,1926607894,NA,4
131010,VMB,VMB_ETLUSER,8498844,10544945,9,4,0,0,External,1926571691,NA,4
131012,VMB,VMB_ETLUSER,8505507,10552807,1,5,1,12,External,1441271329,NA,4
131014,VMB,VMB_ETLUSER,8499449,10545708,1,4,1,12,External,1414646600,NA,4
131015,VMB,VMB_ETLUSER,8498886,10544974,4,4,0,0,External,501967760,NA,4
131023,CDRSP,OPERATOR,8449191,10482840,0,1,0,0,External,1479178828,NA,4
131025,CDRSP,OPERATOR,8483371,10521918,1,1,0,0,External,1214198702,NA,4
131030,CDRSP,OPERATOR,8487330,10527955,0,1,0,0,External,1268512720,NA,4
131042,CDRSP,OPERATOR,8590497,10608359,0,1,0,0,External,564469976,NA,4
131044,CDRSP,OPERATOR,8594913,10613748,0,1,0,0,External,894680081,NA,4
131045,CDRSP,OPERATOR,8590074,10607620,0,1,0,0,External,60647142,NA,4
131051,CDRSP,OPERATOR,8610411,10632459,0,1,0,0,External,141036781,NA,4
131055,CDRSP,OPERATOR,8603158,10624206,0,1,0,0,External,1604467165,NA,4
131063,CDRSP,OPERATOR,8600967,10621993,0,1,0,0,External,290215330,NA,4
131067,CDRSP,OPERATOR,8563746,10572705,1,1,0,0,External,1291084409,NA,4
131093,CDRSP,OPERATOR,8596079,10615405,0,1,0,0,External,367435692,NA,4
131119,CDRSP,OPERATOR,8484240,10523242,0,1,0,0,External,1700305583,NA,4
131123,CDRSP,OPERATOR,8484732,10524058,0,1,0,0,External,1070929082,NA,4
131129,CDRSP,OPERATOR,8493313,10537281,3,1,0,0,External,1498088931,NA,4
131134,CDRSP,OPERATOR,8479986,10516919,0,1,0,0,External,973471157,NA,4
131158,CDRSP,OPERATOR,8542668,10562042,0,1,0,0,External,1604467165,NA,4
131160,CDRSP,OPERATOR,8529500,10559210,0,1,0,0,External,1692411815,NA,4
131162,CDRSP,OPERATOR,8505376,10552586,0,1,0,0,External,915575256,NA,4
131206,CDRSP,OPERATOR,8446695,10479866,0,1,0,0,External,1473255046,NA,4
131209,CDRSP,OPERATOR,8444736,10477396,1,1,0,0,External,1132334691,NA,4
131217,CDRSP,OPERATOR,8448381,10481850,0,1,0,0,External,1151524836,NA,4
131230,CDRSP,OPERATOR,8476989,10512663,0,1,0,0,External,1473255046,NA,4
131231,CDRSP,OPERATOR,8476962,10512628,0,1,0,0,External,1479178828,NA,4
131239,CDRSP,OPERATOR,8482010,10519864,0,1,0,0,External,508954202,NA,4
131266,CDRSP,OPERATOR,8592570,10610947,0,1,0,0,External,1479178828,NA,4
131283,CDRSP,OPERATOR,8594103,10612998,0,1,0,0,External,1473255046,NA,4
131285,CDRSP,OPERATOR,8595786,10614934,0,1,0,0,External,261005181,NA,4
131295,CDRSP,OPERATOR,8599309,10619628,0,1,0,0,External,3207759,NA,4
131296,CDRSP,OPERATOR,8604926,10626224,1,1,0,0,External,1733618589,NA,4
131303,CDRSP,OPERATOR,8600943,10621936,0,1,0,0,External,1890637473,NA,4
131315,CDRSP,OPERATOR,8611015,10633243,0,1,0,0,External,392948132,NA,4
131353,MBW_BSS_STAGE,MBW_BSS_SQFUSER,8440605,10472626,0,1,0,0,External,1017482932,NA,4
131372,MI_MARTS,MI_MARTS_ETLUSER,8462962,10497516,0,1,0,0,External,1507655796,NA,4
131373,MI_MARTS,MI_MARTS_ETLUSER,8463396,10497920,0,1,0,0,External,70181028,NA,4
131375,MI_MARTS,MI_MARTS_ETLUSER,8462264,10496826,0,1,0,0,External,1419070451,NA,4
131376,MI_MARTS,MI_MARTS_ETLUSER,8464149,10498711,2,1,0,0,External,1799178173,NA,4
131377,MI_MARTS,MI_MARTS_ETLUSER,8463299,10497828,0,1,0,0,External,1249528924,NA,4
131379,MI_MARTS,MI_MARTS_ETLUSER,8462827,10497391,1,1,1,8,External,694699259,NA,4
131380,MI_MARTS,MI_MARTS_ETLUSER,8462692,10497266,0,1,0,0,External,70181028,NA,4
131381,MI_MARTS,MI_MARTS_ETLUSER,8445761,10478787,0,1,0,0,External,694699259,NA,4
131382,MI_MARTS,MI_MARTS_ETLUSER,8450640,10484589,0,1,0,0,External,1799178173,NA,4
131384,MI_MARTS,MI_MARTS_ETLUSER,8446128,10479232,1,2,1,24,External,784918617,NA,4
131387,MI_MARTS,MI_MARTS_ETLUSER,8442800,10475331,0,1,0,0,External,357219973,NA,4
131388,MI_MARTS,MI_MARTS_ETLUSER,8434965,10464065,0,1,0,0,External,357219973,NA,4
131389,MI_MARTS,MI_MARTS_ETLUSER,8444017,10476482,1,1,3379,54064,External,1266354986,NA,4
131390,MI_MARTS,MI_MARTS_ETLUSER,8442560,10475131,3,1,0,4,External,1507655796,NA,4
131391,MI_MARTS,MI_MARTS_ETLUSER,8442721,10475241,1,1,1,12,External,1507655796,NA,4
131392,MI_MARTS,MI_MARTS_ETLUSER,8442838,10475363,0,1,0,0,External,1419070451,NA,4
131393,MI_MARTS,MI_MARTS_ETLUSER,8437681,10467325,0,1,0,0,External,1266354986,NA,4
131410,CDRSP,OPERATOR,8597664,10617347,1,1,0,0,External,1604467165,NA,4
131432,CDRSP,OPERATOR,8595996,10615282,0,1,0,0,External,618495508,NA,4
131433,CDRSP,OPERATOR,8593894,10612634,0,1,0,0,External,1318613459,NA,4
131434,CDRSP,OPERATOR,8596542,10616000,0,1,0,0,External,325979628,NA,4
131455,CDRSP,OPERATOR,8481003,10518474,0,1,0,0,External,895028062,NA,4
131461,CDRSP,OPERATOR,8489517,10531884,0,1,0,0,External,2099074074,NA,4
131469,CDRSP,OPERATOR,8480998,10518466,0,1,0,0,External,1893056594,NA,4
131472,CDRSP,OPERATOR,8506567,10554130,0,1,0,0,External,1473255046,NA,4
131500,CDRSP,OPERATOR,8480436,10517541,1,1,0,0,External,285418481,NA,4
131511,CDRSP,OPERATOR,8596527,10615981,0,1,0,0,External,1167937962,NA,4
131524,CDRSP,OPERATOR,8599342,10619672,0,1,0,0,External,1631661950,NA,4
131533,CDRSP,OPERATOR,8576527,10587964,16,1,0,0,External,1586197631,NA,4
131535,CDRSP,OPERATOR,8578408,10590004,23,1,0,0,External,1036417711,NA,4
131556,MARKETING,MARKETING_ETLUSER,8481069,10518582,1,1,1,8,External,2011428679,NA,4
131557,MARKETING,MARKETING_ETLUSER,8465606,10500169,1,2,1,16,External,1043678329,NA,4
131559,MARKETING,MARKETING_ETLUSER,8471693,10507013,0,1,0,0,External,1953664530,NA,4
131563,MARKETING,MARKETING_ETLUSER,8474618,10510042,0,1,0,0,External,146299560,NA,4
131564,MARKETING,MARKETING_ETLUSER,8476076,10511573,1,4,1,12,External,791408303,NA,4
131666,CDRSP,OPERATOR,8460217,10494747,1,1,0,0,External,1732186368,NA,4
131675,CDRSP,OPERATOR,8441261,10473465,0,1,0,0,External,1604467165,NA,4
131679,CDRSP,OPERATOR,8445037,10477796,0,1,0,0,External,1533143734,NA,4
131687,MI_MARTS,MI_MARTS_ETLUSER,8601280,10622356,0,1,0,0,External,357219973,NA,4
131689,MI_MARTS,MI_MARTS_ETLUSER,8601750,10622863,3,6,473,18907,External,1877599783,NA,4
131692,MI_MARTS,MI_MARTS_ETLUSER,8559299,10566590,9,9,0,1,External,1992300108,NA,4
131693,MI_MARTS,MI_MARTS_ETLUSER,8559264,10566565,2,2,100835,6020708,External,117212171,NA,4
131694,MI_MARTS,MI_MARTS_ETLUSER,8551501,10563811,0,1,0,0,External,1266354986,NA,4
131695,MI_MARTS,MI_MARTS_ETLUSER,8548764,10563302,0,1,0,0,External,357219973,NA,4
131717,MI_MARTS,MI_MARTS_ETLUSER,8602426,10623503,0,2,0,0,External,784918617,NA,4
131718,MI_MARTS,MI_MARTS_ETLUSER,8601758,10622806,0,1,0,0,External,694699259,NA,4
131719,MI_MARTS,MI_MARTS_ETLUSER,8614793,10637246,2,11,29456,1799544,External,820817757,NA,4
131720,MI_MARTS,MI_MARTS_ETLUSER,8526502,10558366,0,1,0,0,External,1223117059,NA,4
131721,MI_MARTS,MI_MARTS_ETLUSER,8519424,10557382,0,2,0,0,External,784918617,NA,4
131723,MI_MARTS,MI_MARTS_ETLUSER,8554056,10564213,0,1,0,0,External,2083172141,NA,4
131724,MI_MARTS,MI_MARTS_ETLUSER,8547597,10563112,0,1,0,0,External,1419070451,NA,4
131726,MI_MARTS,MI_MARTS_ETLUSER,8552618,10564033,0,1,0,0,External,1234188110,NA,4
131729,MI_MARTS,MI_MARTS_ETLUSER,8466513,10501516,1,1,3000,48000,External,1266354986,NA,4
131730,MI_MARTS,MI_MARTS_ETLUSER,8462425,10496978,1,1,98001,19475048,External,1764405900,NA,1
131731,MI_MARTS,MI_MARTS_ETLUSER,8462473,10497054,12,5,0,0,External,724903113,NA,4
131732,MI_MARTS,MI_MARTS_ETLUSER,8463644,10498182,0,1,0,0,External,1419070451,NA,4
131736,MI_MARTS,MI_MARTS_ETLUSER,8466913,10502064,0,2,0,0,External,784918617,NA,4
131738,MI_MARTS,MI_MARTS_ETLUSER,8467994,10503284,0,1,0,0,External,1507655796,NA,4
131739,MI_MARTS,MI_MARTS_ETLUSER,8467549,10502766,0,1,0,0,External,1234188110,NA,4
131740,MI_MARTS,MI_MARTS_ETLUSER,8558942,10566111,0,1,0,0,External,2011182312,NA,4
131741,MI_MARTS,MI_MARTS_ETLUSER,8558409,10565753,0,1,0,0,External,1266354986,NA,4
131783,CDRSP,OPERATOR,8428463,10456730,0,1,0,0,External,1604467165,NA,4
131796,CDRSP,OPERATOR,8483099,10521636,1,1,0,0,External,1287396006,NA,4
131798,MI_MARTS,MI_MARTS_ETLUSER,8462885,10497451,1,2,1,24,External,784918617,NA,4
131799,MI_MARTS,MI_MARTS_ETLUSER,8463395,10497919,0,1,0,0,External,70181028,NA,4
131801,MI_MARTS,MI_MARTS_ETLUSER,8466597,10501639,0,1,0,0,External,694699259,NA,4
131804,MI_MARTS,MI_MARTS_ETLUSER,8445290,10478161,0,1,0,0,External,1266354986,NA,4
131805,MI_MARTS,MI_MARTS_ETLUSER,8444202,10476700,1,1,1,8,External,694699259,NA,4
131809,MI_MARTS,MI_MARTS_ETLUSER,8445559,10478510,0,1,0,0,External,1419070451,NA,4
131810,MI_MARTS,MI_MARTS_ETLUSER,8445450,10478389,0,2,0,0,External,784918617,NA,4
131813,MI_MARTS,MI_MARTS_ETLUSER,8462507,10497090,3,3,167,9869,External,1843765397,NA,4
131823,MBW_BSS,MBW_BSS_SQFUSER,8432770,10461980,0,1,0,0,External,2141220035,NA,4
131916,CDRSP,OPERATOR,8481822,10519571,0,1,0,0,External,1768357184,NA,4
131921,CDRSP,OPERATOR,8480622,10517875,1,1,0,0,External,1364507084,NA,4
131933,CDRSP,OPERATOR,8598421,10618214,0,1,0,0,External,587984871,NA,4
131947,CDRSP,OPERATOR,8601715,10622741,0,1,0,0,External,1604467165,NA,4
131949,CDRSP,OPERATOR,8583207,10596585,0,1,0,0,External,1822090436,NA,4
131957,CDRSP,OPERATOR,8543013,10562224,0,1,0,0,External,1250655950,NA,4
131967,CDRSP,OPERATOR,8597261,10616728,0,1,0,0,External,311371394,NA,4
131974,CDRSP,OPERATOR,8586391,10602493,0,1,0,0,External,61931979,NA,4
131985,CDRSP,OPERATOR,8480736,10518094,0,1,0,0,External,1437117940,NA,4
131987,CDRSP,OPERATOR,8559655,10567207,0,1,0,0,External,1533143734,NA,4
131994,CDRSP,OPERATOR,8611548,10633911,0,1,0,0,External,578928109,NA,4
131995,CDRSP,OPERATOR,8611473,10633802,0,1,0,0,External,261005181,NA,4
131996,CDRSP,OPERATOR,8597345,10616882,0,1,0,0,External,1473255046,NA,4
132007,CDRSP,OPERATOR,8608992,10630511,0,1,0,0,External,1151524836,NA,4
132014,CDRSP,OPERATOR,8561722,10569997,0,1,0,0,External,1473255046,NA,4
132027,CDRSP,OPERATOR,8492988,10536760,1,1,0,0,External,1604467165,NA,4
132031,CDRSP,OPERATOR,8504137,10551133,0,1,0,0,External,1473255046,NA,4
132039,CDRSP,OPERATOR,8564575,10573938,1,1,0,0,External,2099074074,NA,4
132062,CDRSP,OPERATOR,8497089,10542095,0,1,0,0,External,1439989009,NA,4
132063,CDRSP,OPERATOR,8487467,10528264,0,1,0,0,External,367435692,NA,4
132078,CDRSP,OPERATOR,8502196,10548234,0,1,0,0,External,1670296179,NA,4
132082,MI_MARTS,MI_MARTS_ETLUSER,8551642,10563877,2,1,0,0,External,1372497029,NA,4
132083,MI_MARTS,MI_MARTS_ETLUSER,8551867,10563915,0,2,0,0,External,784918617,NA,4
132084,MI_MARTS,MI_MARTS_ETLUSER,8553783,10564196,0,1,0,0,External,1507655796,NA,4
132085,MI_MARTS,MI_MARTS_ETLUSER,8556014,10564832,0,1,0,0,External,1266354986,NA,4
132086,MI_MARTS,MI_MARTS_ETLUSER,8558555,10565868,0,1,0,0,External,806367755,NA,4
132089,MI_MARTS,MI_MARTS_ETLUSER,8601217,10622296,0,1,0,0,External,1799178173,NA,4
132116,CDRSP,OPERATOR,8538665,10561011,0,1,0,0,External,1525777034,NA,4
132121,CDRSP,OPERATOR,8558477,10565799,0,1,0,0,External,1604467165,NA,4
132145,CDRSP,OPERATOR,8568829,10580399,0,1,0,0,External,1256249695,NA,4
132152,MI_MARTS,MI_MARTS_ETLUSER,8462987,10497535,0,1,0,0,External,1507655796,NA,4
132153,MI_MARTS,MI_MARTS_ETLUSER,8462770,10497357,3,1,0,3,External,694699259,NA,4
132156,MI_MARTS,MI_MARTS_ETLUSER,8467366,10502567,0,1,0,0,External,1234188110,NA,4
132159,MI_MARTS,MI_MARTS_ETLUSER,8552320,10563993,0,1,0,0,External,2083172141,NA,4
132160,MI_MARTS,MI_MARTS_ETLUSER,8553040,10564101,0,1,0,0,External,1799178173,NA,4
132161,MI_MARTS,MI_MARTS_ETLUSER,8516099,10556937,0,1,0,0,External,1724891544,NA,4
132162,MI_MARTS,MI_MARTS_ETLUSER,8516189,10556961,0,1,0,0,External,694699259,NA,4
132165,MI_MARTS,MI_MARTS_ETLUSER,8548852,10563308,90,21,3093,706401,External,562146531,NA,4
132166,MI_MARTS,MI_MARTS_ETLUSER,8614683,10637128,0,1,0,0,External,694699259,NA,4
132167,MI_MARTS,MI_MARTS_ETLUSER,8601217,10622296,0,1,0,0,External,1799178173,NA,4
132168,MI_MARTS,MI_MARTS_ETLUSER,8601557,10622598,0,1,0,0,External,357219973,NA,4
132169,MI_MARTS,MI_MARTS_ETLUSER,8602626,10623737,3,6,0,0,External,16318566,NA,4
132171,MI_MARTS,MI_MARTS_ETLUSER,8601706,10622744,1,2,1,24,External,784918617,NA,4
132179,CDRSP,OPERATOR,8488102,10529675,0,1,0,0,External,1670296179,NA,4
132212,CDRSP,OPERATOR,8595356,10614611,0,1,0,0,External,1145583665,NA,4
132220,CDRSP,OPERATOR,8575806,10587263,4,1,0,0,External,1268512720,NA,4
132238,CDRSP,OPERATOR,8610240,10632183,0,1,0,0,External,88650013,NA,4
132250,CDRSP,OPERATOR,8592374,10610814,0,1,0,0,External,238341908,NA,4
132255,CDRSP,OPERATOR,8581532,10594001,1,1,0,0,External,311371394,NA,4
132259,CDRSP,OPERATOR,8577319,10588677,0,1,0,0,External,964829756,NA,4
